Customer_Name,Customer_ID,Order_ID,Order_Date,Amount
Arthur Prichep,AP-10915,CA-2013-168893,11/4/2013,8.75
Arthur Prichep,AP-10915,CA-2013-168893,11/4/2013,20
Arthur Prichep,AP-10915,CA-2013-168893,11/4/2013,24.1
Arthur Prichep,AP-10915,CA-2013-168893,11/4/2013,842.94
Andrew Gjertsen,AG-10495,CA-2013-168921,10/21/2013,19.3
Erin Ashbrook,EA-14035,CA-2013-168956,2/16/2013,5.18
Erin Ashbrook,EA-14035,CA-2013-168956,2/16/2013,6.98
Erin Ashbrook,EA-14035,CA-2013-168956,2/16/2013,62.96
Erin Ashbrook,EA-14035,CA-2013-168956,2/16/2013,92.06
Corinna Mitchell,CM-12655,CA-2013-169026,8/9/2013,23.34
Zuschuss Carroll,ZC-21910,CA-2013-169103,3/9/2013,102.36
Zuschuss Carroll,ZC-21910,CA-2013-169103,3/9/2013,"1,363.96"
Sonia Sunley,SS-20590,CA-2013-169166,5/10/2013,93.98
Lena Hernandez,LH-16900,CA-2013-169194,6/21/2013,21.8
Lena Hernandez,LH-16900,CA-2013-169194,6/21/2013,45
Richard Eichhorn,RE-19450,CA-2013-169215,7/15/2013,29.61
Giulietta Weimer,GW-14605,CA-2013-169334,10/22/2013,111.67
Rick Huthwaite,RH-19510,CA-2013-169663,3/11/2013,26.85
Rick Huthwaite,RH-19510,CA-2013-169663,3/11/2013,"3,357.60"
Joe Elijah,JE-15715,CA-2013-169670,12/26/2013,"2,563.06"
Noel Staavos,NS-18640,CA-2013-169824,12/13/2013,11.2
Noel Staavos,NS-18640,CA-2013-169824,12/13/2013,35.52
Noel Staavos,NS-18640,CA-2013-169824,12/13/2013,60.35
Brenda Bowman,BB-11545,CA-2013-169838,11/26/2013,17.3
Brenda Bowman,BB-11545,CA-2013-169838,11/26/2013,160
Brenda Bowman,BB-11545,CA-2013-169838,11/26/2013,"1,568.61"
MaryBeth Skach,MS-17530,CA-2013-169887,10/23/2013,6.68
MaryBeth Skach,MS-17530,CA-2013-169887,10/23/2013,8.34
MaryBeth Skach,MS-17530,CA-2013-169887,10/23/2013,101.94
Mary Zewe,MZ-17515,CA-2013-169922,6/12/2013,1.34
Mary Zewe,MZ-17515,CA-2013-169922,6/12/2013,8.27
Mary Zewe,MZ-17515,CA-2013-169922,6/12/2013,12.54
Bradley Nguyen,BN-11515,CA-2013-169943,5/20/2013,35.92
Bradley Nguyen,BN-11515,CA-2013-169943,5/20/2013,39.76
Bradley Nguyen,BN-11515,CA-2013-169943,5/20/2013,47.74
Bradley Nguyen,BN-11515,CA-2013-169943,5/20/2013,242.9
Bradley Nguyen,BN-11515,CA-2013-169943,5/20/2013,454.9
Steve Nguyen,SN-20710,CA-2013-169957,9/27/2013,29.9
Steve Nguyen,SN-20710,CA-2013-169957,9/27/2013,100
Steve Nguyen,SN-20710,CA-2013-169957,9/27/2013,236.88
Ivan Liston,IL-15100,CA-2013-169971,9/5/2013,3.91
Ivan Liston,IL-15100,CA-2013-169971,9/5/2013,62.38
Zuschuss Carroll,ZC-21910,CA-2014-100013,11/7/2014,5.68
Zuschuss Carroll,ZC-21910,CA-2014-100013,11/7/2014,8.73
Zuschuss Carroll,ZC-21910,CA-2014-100013,11/7/2014,15.28
Michael Dominguez,MD-17860,CA-2014-100055,5/29/2014,27.46
Michael Dominguez,MD-17860,CA-2014-100055,5/29/2014,125.13
Michael Nguyen,MN-17935,CA-2014-100097,11/27/2014,135.3
Michael Nguyen,MN-17935,CA-2014-100097,11/27/2014,979.95
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,4.36
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,13.76
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,45.4
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,59.97
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,72.64
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,80.99
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,104.85
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,212.8
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,272.65
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,"1,299.66"
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,"2,254.41"
Seth Vernon,SV-20365,CA-2014-100111,9/21/2014,"2,888.13"
Cassandra Brandow,CB-12025,CA-2014-100160,9/8/2014,4.9
Cassandra Brandow,CB-12025,CA-2014-100160,9/8/2014,29.24
Brian DeCherney,BD-11620,CA-2014-100202,1/1/2014,302.38
Linda Southworth,LS-16945,CA-2014-100223,7/6/2014,6.32
Linda Southworth,LS-16945,CA-2014-100223,7/6/2014,11.39
Linda Southworth,LS-16945,CA-2014-100223,7/6/2014,15.55
Linda Southworth,LS-16945,CA-2014-100223,7/6/2014,31.1
Linda Southworth,LS-16945,CA-2014-100223,7/6/2014,332.03
Allen Armold,AA-10375,CA-2014-100230,12/12/2014,14.95
Allen Armold,AA-10375,CA-2014-100230,12/12/2014,17.94
Allen Armold,AA-10375,CA-2014-100230,12/12/2014,116.98
Stuart Van,SV-20815,CA-2014-100237,10/16/2014,11.68
Ann Steele,AS-10630,CA-2014-100314,9/30/2014,7.97
Ann Steele,AS-10630,CA-2014-100314,9/30/2014,27.97
Ann Steele,AS-10630,CA-2014-100314,9/30/2014,336.51
Nicole Fjeld,NF-18595,CA-2014-100335,9/8/2014,73.01
Susan Pistek,SP-20920,CA-2014-100356,10/22/2014,23.99
Nicole Hansen,NH-18610,CA-2014-100384,6/25/2014,35.82
Nicole Hansen,NH-18610,CA-2014-100384,6/25/2014,385.6
Sharelle Roach,SR-20425,CA-2014-100412,12/23/2014,141.96
Dan Campbell,DC-12850,CA-2014-100426,6/5/2014,12.48
Sanjit Jacobs,SJ-20125,CA-2014-100433,8/12/2014,25.92
Chad McGuire,CM-12115,CA-2014-100524,4/1/2014,29.78
Chad McGuire,CM-12115,CA-2014-100524,4/1/2014,75.04
Chad McGuire,CM-12115,CA-2014-100524,4/1/2014,677.58
Michael Kennedy,MK-17905,CA-2014-100580,8/14/2014,36.02
Jay Kimmel,JK-15370,CA-2014-100601,11/17/2014,48.86
Sarah Jordon,SJ-20215,CA-2014-100615,4/21/2014,14.56
Sarah Jordon,SJ-20215,CA-2014-100615,4/21/2014,15.76
Sarah Jordon,SJ-20215,CA-2014-100615,4/21/2014,317.06
Dave Kipp,DK-13090,CA-2014-100622,11/4/2014,4.09
Dave Kipp,DK-13090,CA-2014-100622,11/4/2014,10.69
Dave Kipp,DK-13090,CA-2014-100622,11/4/2014,55.98
Dave Kipp,DK-13090,CA-2014-100622,11/4/2014,959.98
Denny Ordway,DO-13435,CA-2014-100636,6/27/2014,272.94
Dean Katz,DK-13225,CA-2014-100650,6/30/2014,"1,295.78"
Ross Baird,RB-19795,CA-2014-100748,5/14/2014,58.48
Julie Kriz,JK-16120,CA-2014-100783,9/5/2014,30.38
Cindy Chapman,CC-12475,CA-2014-100811,11/22/2014,8.45
Cindy Chapman,CC-12475,CA-2014-100811,11/22/2014,39.3
Keith Dawkins,KD-16495,CA-2014-100825,9/10/2014,99.87
Clytie Kelty,CK-12595,CA-2014-100902,11/18/2014,268.24
Clytie Kelty,CK-12595,CA-2014-100902,11/18/2014,431.16
Noah Childs,NC-18625,CA-2014-100951,6/10/2014,720.76
Rick Wilson,RW-19540,CA-2014-101014,8/30/2014,148.02
Adrian Barton,AB-10105,CA-2014-101042,11/20/2014,21.96
Adrian Barton,AB-10105,CA-2014-101042,11/20/2014,821.88
Alan Shonely,AS-10240,CA-2014-101049,6/22/2014,17.92
Alan Shonely,AS-10240,CA-2014-101049,6/22/2014,41.26
Duane Benoit,DB-13660,CA-2014-101077,3/26/2014,6.85
Katrina Bavinger,KB-16405,CA-2014-101182,9/5/2014,12.96
Katrina Bavinger,KB-16405,CA-2014-101182,9/5/2014,43.18
Don Weiss,DW-13540,CA-2014-101210,8/26/2014,3.42
Don Weiss,DW-13540,CA-2014-101210,8/26/2014,9.73
Lindsay Williams,LW-16990,CA-2014-101245,11/28/2014,166.16
Lindsay Williams,LW-16990,CA-2014-101245,11/28/2014,244.55
Shui Tom,ST-20530,CA-2014-101273,8/28/2014,14.34
Frank Gastineau,FG-14260,CA-2014-101308,10/3/2014,8.94
Frank Gastineau,FG-14260,CA-2014-101308,10/3/2014,84.78
Jason Gross,JG-15310,CA-2014-101322,12/29/2014,340.7
Toby Ritter,TR-21325,CA-2014-101434,6/21/2014,9.82
Toby Ritter,TR-21325,CA-2014-101434,6/21/2014,239.97
Anna Gayman,AG-10675,CA-2014-101483,7/30/2014,4.37
Anna Gayman,AG-10675,CA-2014-101483,7/30/2014,22
Anna Gayman,AG-10675,CA-2014-101483,7/30/2014,34.85
Bruce Degenhardt,BD-11725,CA-2014-101574,9/29/2014,9.24
David Wiener,DW-13195,CA-2014-101581,10/23/2014,177.23
Ann Chong,AC-10615,CA-2014-101637,3/25/2014,12.77
Tracy Zic,TZ-21580,CA-2014-101665,11/26/2014,5.16
Sonia Cooley,SC-20575,CA-2014-101728,8/20/2014,2.3
Aaron Smayling,AS-10045,CA-2014-101749,10/4/2014,171.29
Mike Vittorini,MV-18190,CA-2014-101798,12/12/2014,23.36
Mike Vittorini,MV-18190,CA-2014-101798,12/12/2014,39.98
Sally Hughsby,SH-19975,CA-2014-101805,12/2/2014,15.92
Sally Hughsby,SH-19975,CA-2014-101805,12/2/2014,70.68
Greg Tran,GT-14710,CA-2014-101945,11/25/2014,10.82
Duane Benoit,DB-13660,CA-2014-101959,3/1/2014,7.78
Duane Benoit,DB-13660,CA-2014-101959,3/1/2014,9.84
Emily Phan,EP-13915,CA-2014-102099,12/19/2014,6.63
Emily Phan,EP-13915,CA-2014-102099,12/19/2014,12.96
Emily Phan,EP-13915,CA-2014-102099,12/19/2014,32.4
Rick Reed,RR-19525,CA-2014-102155,7/14/2014,13.56
Rick Reed,RR-19525,CA-2014-102155,7/14/2014,360.38
David Kendrick,DK-13150,CA-2014-102197,12/21/2014,34.02
David Kendrick,DK-13150,CA-2014-102197,12/21/2014,50.35
David Kendrick,DK-13150,CA-2014-102197,12/21/2014,279.9
Caroline Jumper,CJ-12010,CA-2014-102204,5/2/2014,3.33
Caroline Jumper,CJ-12010,CA-2014-102204,5/2/2014,933.26
Caroline Jumper,CJ-12010,CA-2014-102204,5/2/2014,"2,803.92"
Luke Weiss,LW-17215,CA-2014-102218,9/3/2014,11.7
Stuart Calhoun,SC-20800,CA-2014-102267,12/1/2014,2.37
Shirley Daniels,SD-20485,CA-2014-102337,6/14/2014,47.98
Shirley Daniels,SD-20485,CA-2014-102337,6/14/2014,470.3
Brenda Bowman,BB-11545,CA-2014-102379,12/3/2014,39.99
Brenda Bowman,BB-11545,CA-2014-102379,12/3/2014,179.9
Brenda Bowman,BB-11545,CA-2014-102379,12/3/2014,"1,159.06"
Alyssa Tate,AT-10435,CA-2014-102407,12/10/2014,11.16
Alyssa Tate,AT-10435,CA-2014-102407,12/10/2014,189
Alyssa Tate,AT-10435,CA-2014-102407,12/10/2014,896.33
Joseph Airdo,JA-15970,CA-2014-102414,5/16/2014,4.75
Joseph Airdo,JA-15970,CA-2014-102414,5/16/2014,29.59
Brian Moss,BM-11650,CA-2014-102519,11/28/2014,46.94
Brian Moss,BM-11650,CA-2014-102519,11/28/2014,143.73
Kristina Nunn,KN-16705,CA-2014-102554,6/12/2014,3.76
Christina Anderson,CA-12265,CA-2014-102610,11/5/2014,3.56
Christina Anderson,CA-12265,CA-2014-102610,11/5/2014,4.93
Christina Anderson,CA-12265,CA-2014-102610,11/5/2014,95.98
Christina Anderson,CA-12265,CA-2014-102610,11/5/2014,143.93
Luke Weiss,LW-17215,CA-2014-102659,12/10/2014,54.9
Benjamin Farhat,BF-11215,CA-2014-102729,10/27/2014,55.62
Liz Preis,LP-17095,CA-2014-102736,9/6/2014,15.55
Liz Preis,LP-17095,CA-2014-102736,9/6/2014,71.96
Liz Preis,LP-17095,CA-2014-102736,9/6/2014,89.57
Greg Maxwell,GM-14695,CA-2014-102750,9/5/2014,"1,322.35"
Denny Ordway,DO-13435,CA-2014-102771,4/1/2014,84.95
Carlos Soltero,CS-11950,CA-2014-102820,5/8/2014,419.94
Lindsay Williams,LW-16990,CA-2014-102834,3/10/2014,199.98
Christina DeMoss,CD-12280,CA-2014-102925,11/6/2014,11.42
Christina DeMoss,CD-12280,CA-2014-102925,11/6/2014,12.96
Christina DeMoss,CD-12280,CA-2014-102925,11/6/2014,99.98
Christina DeMoss,CD-12280,CA-2014-102925,11/6/2014,110.96
Christina DeMoss,CD-12280,CA-2014-102925,11/6/2014,128.12
Christina DeMoss,CD-12280,CA-2014-102925,11/6/2014,164.69
Christina DeMoss,CD-12280,CA-2014-102925,11/6/2014,166.5
Victor Preis,VP-21730,CA-2014-102946,7/1/2014,75.79
Michael Granlund,MG-17890,CA-2014-102967,9/23/2014,67.4
Dave Poirier,DP-13105,CA-2014-102974,9/20/2014,16.74
Dave Poirier,DP-13105,CA-2014-102974,9/20/2014,23.32
Dave Poirier,DP-13105,CA-2014-102974,9/20/2014,149.95
Patrick Jones,PJ-18835,CA-2014-103009,11/4/2014,26.4
Pete Takahito,PT-19090,CA-2014-103065,10/21/2014,4.45
Pete Takahito,PT-19090,CA-2014-103065,10/21/2014,4.77
Pete Takahito,PT-19090,CA-2014-103065,10/21/2014,43.94
Tamara Dahlen,TD-20995,CA-2014-103156,11/24/2014,24.05
Michelle Huthwaite,MH-18025,CA-2014-103212,10/14/2014,11.07
Michelle Huthwaite,MH-18025,CA-2014-103212,10/14/2014,25.92
Michelle Huthwaite,MH-18025,CA-2014-103212,10/14/2014,"1,504.52"
Barry Franz,BF-11005,CA-2014-103380,11/22/2014,5.56
Barry Franz,BF-11005,CA-2014-103380,11/22/2014,8.62
Barry Franz,BF-11005,CA-2014-103380,11/22/2014,9.02
Barry Franz,BF-11005,CA-2014-103380,11/22/2014,56.56
Barry Franz,BF-11005,CA-2014-103380,11/22/2014,659.98
Mark Van Huff,MV-17485,CA-2014-103415,12/4/2014,13.59
Annie Thurman,AT-10735,CA-2014-103443,12/18/2014,24.82
Annie Thurman,AT-10735,CA-2014-103443,12/18/2014,124.36
Annie Thurman,AT-10735,CA-2014-103443,12/18/2014,166.72
Kelly Lampkin,KL-16555,CA-2014-103478,7/22/2014,2.86
Kelly Lampkin,KL-16555,CA-2014-103478,7/22/2014,94.19
Erica Smith,ES-14020,CA-2014-103499,11/21/2014,209.57
Lisa Ryan,LR-17035,CA-2014-103506,7/24/2014,41.4
Maya Herman,MH-17785,CA-2014-103520,9/24/2014,9.25
Jason Gross,JG-15310,CA-2014-103765,11/25/2014,13.76
Robert Dilbeck,RD-19660,CA-2014-103877,9/8/2014,"1,577.94"
Max Ludwig,ML-17755,CA-2014-103968,12/2/2014,629.64
Debra Catini,DC-13285,CA-2014-104003,10/8/2014,307.67
Tamara Dahlen,TD-20995,CA-2014-104010,4/24/2014,54.9
Michael Dominguez,MD-17860,CA-2014-104024,8/30/2014,9.41
Quincy Jones,QJ-19255,CA-2014-104066,12/6/2014,205.03
Alan Hwang,AH-10210,CA-2014-104080,3/9/2014,3.36
Alan Hwang,AH-10210,CA-2014-104080,3/9/2014,171.2
Roy Phan,RP-19855,CA-2014-104108,12/3/2014,12.16
Sandra Flanagan,SF-20065,CA-2014-104136,11/2/2014,40.99
Sandra Flanagan,SF-20065,CA-2014-104136,11/2/2014,189.7
Benjamin Venier,BV-11245,CA-2014-104220,1/31/2014,7.71
Benjamin Venier,BV-11245,CA-2014-104220,1/31/2014,18.28
Benjamin Venier,BV-11245,CA-2014-104220,1/31/2014,32.35
Benjamin Venier,BV-11245,CA-2014-104220,1/31/2014,34.58
Benjamin Venier,BV-11245,CA-2014-104220,1/31/2014,40.3
Benjamin Venier,BV-11245,CA-2014-104220,1/31/2014,207
Frank Hawley,FH-14275,CA-2014-104318,5/14/2014,20.77
Ross DeVincentis,RD-19810,CA-2014-104381,12/17/2014,33.38
Damala Kotsonis,DK-12835,CA-2014-104388,7/6/2014,79.96
Chloris Kastensmidt,CK-12205,CA-2014-104577,5/13/2014,87.6
Keith Dawkins,KD-16495,CA-2014-104619,1/25/2014,25.86
Keith Dawkins,KD-16495,CA-2014-104619,1/25/2014,110.35
Keith Dawkins,KD-16495,CA-2014-104619,1/25/2014,276.78
Frank Hawley,FH-14275,CA-2014-104640,11/11/2014,430.88
Frank Hawley,FH-14275,CA-2014-104640,11/11/2014,931.18
Clytie Kelty,CK-12595,CA-2014-104647,2/24/2014,37.44
Anne McFarland,AM-10705,CA-2014-104731,7/22/2014,8.8
Anne McFarland,AM-10705,CA-2014-104731,7/22/2014,14.94
Anne McFarland,AM-10705,CA-2014-104731,7/22/2014,19.68
Anne McFarland,AM-10705,CA-2014-104731,7/22/2014,101.94
Anne McFarland,AM-10705,CA-2014-104731,7/22/2014,231.72
Anne McFarland,AM-10705,CA-2014-104731,7/22/2014,271.96
Anne McFarland,AM-10705,CA-2014-104731,7/22/2014,302.94
Guy Thornton,GT-14755,CA-2014-104745,5/30/2014,25.92
Guy Thornton,GT-14755,CA-2014-104745,5/30/2014,53.42
Fred Harton,FH-14350,CA-2014-104801,2/14/2014,6.63
Fred Harton,FH-14350,CA-2014-104801,2/14/2014,107.53
Fred Harton,FH-14350,CA-2014-104801,2/14/2014,799.96
Rick Bensley,RB-19465,CA-2014-104822,10/21/2014,24.55
Tamara Willingham,TW-21025,CA-2014-104850,6/14/2014,291.14
Jim Sink,JS-15685,CA-2014-104864,11/19/2014,20.23
Jim Sink,JS-15685,CA-2014-104864,11/19/2014,20.74
Jim Sink,JS-15685,CA-2014-104864,11/19/2014,41.47
Jim Sink,JS-15685,CA-2014-104864,11/19/2014,81.36
Jim Sink,JS-15685,CA-2014-104864,11/19/2014,389.06
Dorothy Badders,DB-13555,CA-2014-104885,3/3/2014,57.96
Dorothy Badders,DB-13555,CA-2014-104885,3/3/2014,59.52
Dorothy Badders,DB-13555,CA-2014-104885,3/3/2014,68.04
Dorothy Badders,DB-13555,CA-2014-104885,3/3/2014,441.96
Jennifer Patt,JP-15460,CA-2014-104906,2/14/2014,17.94
Dave Kipp,DK-13090,CA-2014-104913,11/19/2014,74.95
Alex Grayson,AG-10330,CA-2014-104927,12/23/2014,6.33
Alex Grayson,AG-10330,CA-2014-104927,12/23/2014,25.92
Alex Grayson,AG-10330,CA-2014-104927,12/23/2014,75.88
Maria Bertelson,MB-17305,CA-2014-105074,6/25/2014,21.74
Patrick Jones,PJ-18835,CA-2014-105130,11/22/2014,11.76
Patrick Jones,PJ-18835,CA-2014-105130,11/22/2014,40.74
Sam Zeldin,SZ-20035,CA-2014-105144,11/5/2014,23.68
John Lee,JL-15835,CA-2014-105193,3/26/2014,11.05
Troy Staebel,TS-21610,CA-2014-105214,6/17/2014,"1,212.96"
Suzanne McNair,SM-20950,CA-2014-105235,12/6/2014,20.94
Suzanne McNair,SM-20950,CA-2014-105235,12/6/2014,58.68
Suzanne McNair,SM-20950,CA-2014-105235,12/6/2014,254.9
Kean Thornton,KT-16480,CA-2014-105326,8/21/2014,25.92
Victor Preis,VP-21730,CA-2014-105333,12/1/2014,83.56
Victor Preis,VP-21730,CA-2014-105333,12/1/2014,269.49
Victor Preis,VP-21730,CA-2014-105333,12/1/2014,546.06
Bart Pistole,BP-11095,CA-2014-105445,2/21/2014,9.43
Chris Selesnick,CS-12250,CA-2014-105487,10/9/2014,36
Chris Selesnick,CS-12250,CA-2014-105487,10/9/2014,40.68
Chris Selesnick,CS-12250,CA-2014-105487,10/9/2014,103.19
Chris Selesnick,CS-12250,CA-2014-105487,10/9/2014,239.96
Brooke Gillingham,BG-11695,CA-2014-105543,11/25/2014,33.29
Jennifer Halladay,JH-15430,CA-2014-105620,12/26/2014,21
Jennifer Halladay,JH-15430,CA-2014-105620,12/26/2014,120
Sanjit Jacobs,SJ-20125,CA-2014-105669,9/18/2014,5.8
Sanjit Jacobs,SJ-20125,CA-2014-105669,9/18/2014,9.91
Sanjit Jacobs,SJ-20125,CA-2014-105669,9/18/2014,318.43
Sanjit Jacobs,SJ-20125,CA-2014-105669,9/18/2014,"1,415.76"
Helen Wasserman,HW-14935,CA-2014-105809,2/21/2014,22.23
Helen Wasserman,HW-14935,CA-2014-105809,2/21/2014,215.97
Rick Bensley,RB-19465,CA-2014-105823,6/23/2014,487.96
Sanjit Engle,SE-20110,CA-2014-105851,3/14/2014,"1,332.50"
Duane Benoit,DB-13660,CA-2014-105886,12/19/2014,18.96
Paul Van Hugh,PV-18985,CA-2014-105914,10/3/2014,112.12
Paul Van Hugh,PV-18985,CA-2014-105914,10/3/2014,"1,575.14"
Lisa Hazard,LH-17020,CA-2014-105991,5/6/2014,9.55
Lisa Hazard,LH-17020,CA-2014-105991,5/6/2014,21.24
Lisa Hazard,LH-17020,CA-2014-105991,5/6/2014,89.99
Frank Gastineau,FG-14260,CA-2014-106033,10/16/2014,87.92
Cari Schnelling,CS-11860,CA-2014-106047,7/13/2014,3.82
Randy Bradley,RB-19330,CA-2014-106068,10/24/2014,9.76
Randy Bradley,RB-19330,CA-2014-106068,10/24/2014,13.72
Randy Bradley,RB-19330,CA-2014-106068,10/24/2014,55.2
Randy Bradley,RB-19330,CA-2014-106068,10/24/2014,259.14
Sean Christensen,SC-20305,CA-2014-106103,6/11/2014,132.52
Sally Hughsby,SH-19975,CA-2014-106180,9/19/2014,8.82
Sally Hughsby,SH-19975,CA-2014-106180,9/19/2014,10.86
Sally Hughsby,SH-19975,CA-2014-106180,9/19/2014,143.7
Alyssa Tate,AT-10435,CA-2014-106355,4/3/2014,11.12
Rick Hansen,RH-19495,CA-2014-106537,8/13/2014,20.74
Christopher Conant,CC-12370,CA-2014-106691,11/7/2014,1.25
Tony Sayre,TS-21505,CA-2014-106747,7/4/2014,102.3
Liz Preis,LP-17095,CA-2014-106782,12/22/2014,375.34
Annie Thurman,AT-10735,CA-2014-106824,7/8/2014,5.94
Fred Harton,FH-14350,CA-2014-106831,6/2/2014,3.8
Fred Harton,FH-14350,CA-2014-106831,6/2/2014,27.74
Fred Harton,FH-14350,CA-2014-106831,6/2/2014,158.38
Shui Tom,ST-20530,CA-2014-106852,6/21/2014,5.25
Shui Tom,ST-20530,CA-2014-106852,6/21/2014,31.1
Benjamin Farhat,BF-11215,CA-2014-106859,3/14/2014,45.36
Benjamin Farhat,BF-11215,CA-2014-106859,3/14/2014,90.8
Benjamin Farhat,BF-11215,CA-2014-106859,3/14/2014,140.74
Benjamin Farhat,BF-11215,CA-2014-106859,3/14/2014,214.95
Benjamin Farhat,BF-11215,CA-2014-106859,3/14/2014,288.24
Frank Olsen,FO-14305,CA-2014-106943,11/15/2014,8.64
Hallie Redmond,HR-14770,CA-2014-106964,12/18/2014,11.81
Bill Donatelli,BD-11320,CA-2014-107125,11/28/2014,18.84
Bill Donatelli,BD-11320,CA-2014-107125,11/28/2014,117.49
Scott Cohen,SC-20260,CA-2014-107132,6/27/2014,28.4
Scott Cohen,SC-20260,CA-2014-107132,6/27/2014,68.52
Scott Cohen,SC-20260,CA-2014-107132,6/27/2014,102.37
Scott Cohen,SC-20260,CA-2014-107132,6/27/2014,713.88
Neil Ducich,ND-18460,CA-2014-107167,6/11/2014,"1,347.52"
Adam Bellavance,AB-10060,CA-2014-107174,11/7/2014,108.96
Adam Bellavance,AB-10060,CA-2014-107174,11/7/2014,449.57
Adam Bellavance,AB-10060,CA-2014-107174,11/7/2014,"2,036.86"
Joni Wasserman,JW-15955,CA-2014-107209,7/28/2014,194.85
Allen Goldenen,AG-10390,CA-2014-107244,9/8/2014,19.76
Max Ludwig,ML-17755,CA-2014-107265,4/7/2014,106.32
Christopher Schild,CS-12400,CA-2014-107293,9/6/2014,2.78
Maria Zettner,MZ-17335,CA-2014-107314,12/1/2014,25.83
Arthur Wiediger,AW-10930,CA-2014-107321,9/1/2014,6.67
Arthur Wiediger,AW-10930,CA-2014-107321,9/1/2014,689.41
Pete Kriz,PK-19075,CA-2014-107461,12/22/2014,23.88
Fred Chung,FC-14335,CA-2014-107517,2/6/2014,371.2
Fred Chung,FC-14335,CA-2014-107517,2/6/2014,"1,640.70"
Arianne Irving,AI-10855,CA-2014-107552,5/6/2014,6.68
Dave Brooks,DB-13060,CA-2014-107629,12/15/2014,39.26
Dave Brooks,DB-13060,CA-2014-107629,12/15/2014,56.33
Dave Brooks,DB-13060,CA-2014-107629,12/15/2014,95.23
Valerie Mitchum,VM-21685,CA-2014-107720,11/7/2014,46.26
Matt Abelman,MA-17560,CA-2014-107727,10/20/2014,29.47
Ed Braxton,EB-13705,CA-2014-107797,5/9/2014,41.47
Nona Balk,NB-18655,CA-2014-107825,11/19/2014,5.82
Nona Balk,NB-18655,CA-2014-107825,11/19/2014,7.38
Nona Balk,NB-18655,CA-2014-107825,11/19/2014,37.76
Nona Balk,NB-18655,CA-2014-107825,11/19/2014,92.52
Frank Hawley,FH-14275,CA-2014-107832,11/24/2014,7.48
Carlos Daly,CD-11920,CA-2014-107853,5/27/2014,12.96
Scott Williamson,SW-20275,CA-2014-107874,11/22/2014,27.42
Sung Shariari,SS-20875,CA-2014-107909,9/2/2014,19.99
Sung Shariari,SS-20875,CA-2014-107909,9/2/2014,22.92
Adrian Hane,AH-10120,CA-2014-107958,7/3/2014,5.23
Adrian Hane,AH-10120,CA-2014-107958,7/3/2014,163.96
Mitch Webber,MW-18220,CA-2014-107986,12/14/2014,31.44
Linda Southworth,LS-16945,CA-2014-108000,1/13/2014,9.78
Ted Trevino,TT-21070,CA-2014-108035,11/30/2014,101.52
Ted Trevino,TT-21070,CA-2014-108035,11/30/2014,390.37
Joel Eaton,JE-15745,CA-2014-108070,4/17/2014,102.83
Eileen Kiefer,EK-13795,CA-2014-108091,11/17/2014,23.36
Dana Kaydos,DK-12895,CA-2014-108112,11/16/2014,220.06
Alex Grayson,AG-10330,CA-2014-108287,12/19/2014,12.67
Saphhira Shifley,SS-20140,CA-2014-108322,5/1/2014,2.38
Saphhira Shifley,SS-20140,CA-2014-108322,5/1/2014,23.68
Laurel Elliston,LE-16810,CA-2014-108329,12/10/2014,444.77
Sarah Bern,SB-20170,CA-2014-108441,6/13/2014,13.13
Sarah Bern,SB-20170,CA-2014-108441,6/13/2014,19.04
Sarah Bern,SB-20170,CA-2014-108441,6/13/2014,64.14
Sarah Bern,SB-20170,CA-2014-108441,6/13/2014,858.24
Steven Cartwright,SC-20725,CA-2014-108539,3/22/2014,8.54
Steven Cartwright,SC-20725,CA-2014-108539,3/22/2014,10.9
Steven Cartwright,SC-20725,CA-2014-108539,3/22/2014,725.84
Sally Knutson,SK-19990,CA-2014-108553,4/24/2014,121.94
Sally Knutson,SK-19990,CA-2014-108553,4/24/2014,122.71
Jenna Caffey,JC-15385,CA-2014-108560,7/9/2014,23.17
Jenna Caffey,JC-15385,CA-2014-108560,7/9/2014,50
Jenna Caffey,JC-15385,CA-2014-108560,7/9/2014,786.48
Mike Gockenbach,MG-18145,CA-2014-108574,10/8/2014,128.74
Mike Gockenbach,MG-18145,CA-2014-108574,10/8/2014,"1,115.91"
Tony Molinari,TM-21490,CA-2014-108791,7/28/2014,14.89
Tony Molinari,TM-21490,CA-2014-108791,7/28/2014,543.92
Denise Monton,DM-13345,CA-2014-108854,12/9/2014,22.42
Denise Monton,DM-13345,CA-2014-108854,12/9/2014,42.76
Denise Monton,DM-13345,CA-2014-108854,12/9/2014,87.92
Denise Monton,DM-13345,CA-2014-108854,12/9/2014,90.48
Kelly Collister,KC-16540,CA-2014-108910,9/25/2014,103.06
Henia Zydlo,HZ-14950,CA-2014-108931,9/15/2014,8.56
